path,language,source,source_partition,original_label,reason
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2091.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2092.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2093.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2094.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2095.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2096.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2097.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2098.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2099.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2100.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2501.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2502.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2503.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2504.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2505.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2506.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2507.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2508.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2509.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2510.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2511.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2512.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2513.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2514.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2515.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2516.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2517.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2518.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2519.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2520.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2521.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2522.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2523.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2524.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2525.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2526.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2527.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2528.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2529.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2530.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2531.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2532.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2533.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2534.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2535.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2536.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2537.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2538.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2539.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2540.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2541.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2542.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2543.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2544.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2545.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2546.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2547.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2548.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2549.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2550.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2551.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2552.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2553.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2554.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2555.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2556.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2557.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2558.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2559.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2560.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2561.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2562.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
