sample_id,path,language,source,source_partition,original_label,label,is_unknown,expected_hands,group_id,split,content_sha256,file_bytes
918187bb6908ad867c8f,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2633.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,ddeb8c0d43edec2e53dac2e2d650c0c9c969af29e362126aeecc35b8385a77f1,11748
4d0486565f92d73ffd99,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2634.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,17b99da0990c9b4c9f5e86728f728fc89254099f4acb501d8323642d2bf6b965,11786
38d1f9697408cf5eda66,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2635.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,d88db1f7918026743b6c774db210a05f7725d4ad9f1333705b86d5ad5736dcc0,11896
f75ef884f513e87e618c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2636.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,45a42d06272766b1768659c21b2295d568871b970891480f76d57a6086dc4483,11888
4265d4f36e395fee54f5,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2637.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,a2973a297e1f50b94f26b77e9f6e212391f5a4ad49f71645d647225f39d5c5c4,11915
8ec23fb2f7bee803c741,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2638.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,1ad09857093dadef6335a8846dce1deeade27ac246f6c209a663872c30a60822,11915
a8722a888193cbad3f08,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2639.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,af6a9f5191e4e5628065b1793c5dbb621912c626e69c4f56dcc8dea82ec17058,11860
ef63a877e097ad74d068,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2640.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,481b306bd0e95b6eba24a57a660e5cda84eb39ad3e3f06e7f806c1c54447a0bd,11883
79e0c1b5995a0dd46b37,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2641.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,986b9de1e6c57e16f7f73cc4af98984035de3de543a0fe5232105ff6e911b702,11915
44d16df2b82392f46e56,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2642.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,e0447a58169a787f3d111f882239d5f45ffff13dc5e84444edf971a2aa000564,11911
ce5925da9957a3c64572,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2643.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,cb0c49048c950ef848b0ffb3e9a8ed2d2223a111e7bf1f170c549d9b359dec1f,11901
ad5c01b1ca8bb34c947e,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2644.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,d1ec8332ad0164ae10b1d37f90a764e950941e33b4f35b4682af7d049bf54e03,11863
c9276d5dda280ad02785,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2645.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,de2a858ba659fb27f92096283595c8b60774b388e1cf0e8831e3779b18d83cd1,11878
caad465e842384b3564c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2646.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,1e66e7d05d11a0c8e8bd9d08a017b7a0ac9e9cdf87ad5c0dcc7eb165437f40fe,11827
b413dccd1cc597ed8ef8,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2647.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,14d44ac833060f780f6905d2e89c1141003abc33684b32b07117bcdd23f9a0dc,11855
08b90bf2d2eb263dce8a,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2648.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,c9c28164a60f7ab2e40e1cc65592bf61f1c532e344139b5eaeb22cf5240b7b99,11806
9e654d83849900f7399c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2649.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,e1c6d7c71d2f673e5245c1737e4af47a7633345facc565ebea5aae2ea75df7de,11703
3f539050f7310209fe0b,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2650.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:052,test,d944ae395562622a9fa8aba57982b4af2c91192502bedfa3df1ff41f7f54af20,11662
9544bb80af79ccba974a,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2651.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,3f7321ef710b4cf1b52e73ff2da5662006d12b493fdec6d4a5c8f3bd72921932,11678
45c39c586e14ef55a0e0,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2652.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,8a0ab7b210c1896d0915a45ca60a2c783c798aef5677383d7030fe0f9bb13e3b,11648
0ca2f926b495effe6da4,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2653.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,a23662b8041a90e41abed4276d6350508ec467f9f45ce9d090457e647ad7ffc8,11637
2598ccdde01fd11fffb6,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2654.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,5c4635f1329aba7c19595870e0ee29b1287b805e9db8f2f2c7045a4f64806c7c,11675
510d3d69be7778fc5e48,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2655.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,333ea584a5a97d7c5403dc1b38e2e16cc2a047c23c0f9475ef53590e15e60f85,11699
794d0f3a0dec7c0269bb,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2656.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,5da2cb432edc77bf8d96efdd7a3dbdf1f6a02557bc0d8cb2d25c8203f1e055e9,11736
59375c53c5a3ac507ebb,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2657.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,d8399c46db42f8b6e0e5324853dc73694f3b852cab76083740db4215b198c675,11748
027b2730eef701e01393,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2658.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,24e4b832545304cf58299db42f8819851673c8fec227a12aa25f70622eac8983,11728
6be20e0057d8bf19c7f1,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2659.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,4daae8703b0ad78f727e6a9351ed3737f15124d93adf1225561be21e2eea9929,11755
d189c7fe75716f40f5dc,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2660.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,f7f03b7f0dd0d0849e38cfc3181a0a300a439bc266e8daf68aa95c0623f4dc4d,11793
f7823f8160ac98ab1930,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2661.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,f1049982c5acf5b185feba35d7e25465e27e67d9768b9a3ba96432981ce8c35d,11795
b422382460d59867dc7c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2662.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,a60d55409decac6406706c5dacb70f96d76189d3b51c659e4882b07ef2ed569c,11702
8a83ebc9e56d516aeb37,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2663.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,623728a441a1e86ba027fc5e4924c4e348b998c4eddd601383f6e509a14dc88f,11673
7147ef027f01bcc02596,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2664.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,e4551b80123798c999c8f8aabe231294ac3873e9fa3d5ad0a4330d71a2c10bbc,11643
b513cfab4897987d5d0b,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2665.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,04becfcde4dc13965f965ae434d887d3493d3ee97bd630ca0a4df691fac5f7cd,11651
968fa49cf5e238fd9285,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2666.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,1cea5f2038c68cef2279165fb01d48fc401a33801996f77a9c62213943d2f630,11581
4633de48003c768e706a,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2667.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,f642e168591f590f1bcda37d293717070261a8e3a422ad45004aa6e8b5745a38,11575
b91d9cc5338f7d4f4a6a,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2668.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,73b5fca607302b843d1cdb3f4a6225dce9edad783e74989fbf30ca08fe5df48e,11519
29eaa954776b43296076,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2669.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,96f89db20f001bcdf365fe09f7624ec9ef3eaf10f02b4218d4f911737d359197,11557
ebc651d2e282fcb6831d,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2670.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,a7fb3bce3b4449ac0a51e447043506b8d8ed9ffeb6144ab12a2b153a4fa35b54,11515
320e2cf80021069cd128,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2671.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,508857da0fd81c8b306f9eb3bca131abfe3088872a3b04806b544aa59daa4c69,11406
f03267f1c43d96ddc2ee,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2672.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,5fc03d851982060ef4b66b5cc0e5f5e36e5e303360fe9233b463f2f3ec7322cb,11411
0dd9a38a074c71ce2f7c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2673.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,9c274820f05481d3fd5a1679a658741d2542ed6238a0a21e987f6048ecbe363f,11193
deb7826da42a5e7208e7,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2674.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,89b5a899a1641b2eb7a935424b1a807369b060794d981f8a9158733498234c0c,11255
fae4c7eb7193cea019e7,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2675.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,0e469b3a3b3214e92e116c84c3b68735846420488d3ecf92cd268ad31332bbcd,11233
e663719b45a9e291c361,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2676.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,225d16063bf99bf441a8ccd50dcdcd237d04b486bb91c6f43ed455292e963e58,11194
b650fc95ca4045f87a31,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2677.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,1fbeb7bb0e25fae6bc6a93d588e59cf00214622dfc6957b9fd6410d028eddf17,11147
54c841d06040ef1f716c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2678.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,3bf8ce8a77fcc0ba591012ab767e5066966d015208b9c0e9b5a4634f2405804b,11177
44e9205d7619151f388a,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2679.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,72562dd0ffd023427725540ecae56905d8501596a63c6b15165b3a365b9195ef,11215
ff916e45eaf77bdcbaf8,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2680.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,3837995c8898731cecef5be77d3c7544cb634bb6dcf293e6e67f40fc39b1196b,11245
df33ca35228494d866a2,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2681.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,0b8655a12174355a42bb4e603d42e336a316861c836c275a3c81a081b7dfad44,11230
289295c98b3618e1c035,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2682.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,a96829fc0503b2937f3179d57bf04321d9d7f95af973c86f12847e7f32d5d779,11217
e20b2a0cce5ac36e8f21,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2683.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,29ab803dbbc26304a9da06a0ebf2f1aafc331ae2d321c21d0efb8cb0642de93b,11266
b428e6bcacbb573f9fa0,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2684.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,7c95d81c93c923ffe31da7cf99d53c7f7cc5acd63976067865038b81802a2705,11357
cf91362ca75b52a0a712,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2685.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,037285115435d2605df335d322c4637bfe77c996359f2196dc366e80f02e72d7,11387
3c7c0405b72a4eb8d3b6,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2686.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,bca5b05e81fa7a1f3204cd3ce16a0614803132d625b49a2534b54fe77fd86ae6,11355
9e0c94a310cadba8c6d5,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2687.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,340f5371e21d7fec25f0a548266670524111659e0ddc3999116139575f24cd63,11421
42c9d0909cba014ea0a0,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2688.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,93ff921361c4170ee20fee553af65a43f756a90a2f57a458cd2428ff5c7fa011,11387
f5b3e5618a7a5aa3fbea,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2689.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,2ff7cb5bb6e03337e46c271fc8eedaeb7a934185ab6f15b1720bcf861fb2f057,11380
40faccf186d7e3d2267c,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2690.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,983e3f23f66d6b94f86808e30e1c900871749e578936a6ab5519b7a566451d66,11404
51678f971ac74030ff57,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2691.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,cdd40fc0d01863961370629c364dc3b07d0baa46dc19d6ce5ce5bdf79a1b541b,11455
0aafde0296ef5baffb3e,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2692.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,16506246c7e3430de34a42b14264ac1766e325718e70ee3ac89c384acd43eb4f,11399
0672f0d0f104f9423d48,raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2693.jpg,ASL,asl_alphabet_v1,train_bundle,A,A,0,1,asl_alphabet_v1:sequence:053,test,a31595f9999229469921703f3cbeb8b5450e5da2aa7c68d64c93b173a366b79e,11387
