sample_id,path,language,source,source_partition,original_label,label,is_unknown,expected_hands,group_id,split,content_sha256,file_bytes
779ac64972db4e72c6a5,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.7ccebbe0-e263-11ed-8440-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.7ccebbe0-e263-11ed-8440-001a7dda7115,test,8e422cde3fb292560b02ffebf8950f3a699ea17e8a7c0fd68fc0213639c37cbd,37857
820f34e89a1b440edae0,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.7fcac0f4-e263-11ed-bbb0-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.7fcac0f4-e263-11ed-bbb0-001a7dda7115,test,10dcefea52e9f993ef4fa4161e417cf1c9617820934b2d0a37654e4fa45a076b,38518
b97288486ea3ccfc6a9e,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.82c6cdaa-e263-11ed-a90b-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.82c6cdaa-e263-11ed-a90b-001a7dda7115,test,f6609911c36928570e6a432d8866fe9e1bc829532c616ceacd09e5d0f09a7c8a,36726
06486b68dd9644efc148,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.85c2e57f-e263-11ed-8848-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.85c2e57f-e263-11ed-8848-001a7dda7115,test,39c8c700dacc0133456a80662cc1d6343789cc5b429cabe62153adab9ee2a884,36152
e1a19d7e91f986b9399f,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.88bf0337-e263-11ed-bf4a-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.88bf0337-e263-11ed-bf4a-001a7dda7115,test,744a41462d9b76e1b7d74ffc001f62dd262cb9dc087712b940cb9399058c424a,35942
72846e0a592b629b91f8,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.8bbb1f2a-e263-11ed-ac36-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.8bbb1f2a-e263-11ed-ac36-001a7dda7115,test,e49f41b1ef0dd5edd80e733ea0d47a0c01e484583404e71b6fcc11103bfbdfe7,36017
cde996612ee9d6853806,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.8eb755f6-e263-11ed-b92b-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.8eb755f6-e263-11ed-b92b-001a7dda7115,test,80e251b7549511d9b517b357b3f38a4f43f1fb26fdd8c7a750fd3e7cffc55428,36253
1c6ea578b15cb5e15dfa,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.91b36460-e263-11ed-b290-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.91b36460-e263-11ed-b290-001a7dda7115,test,50bfd1fb3155e5dbf0cb663708b826dc70954312a1b772013c04c698eb7f1cb1,36751
68cdb44ea13c379591ef,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.94af67d4-e263-11ed-a7b1-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.94af67d4-e263-11ed-a7b1-001a7dda7115,test,64f283d18dd50c372b7e140aec28f15b4c33f79c4c66a36a37e27025160d814a,36602
6bab4e40eea55f826a7a,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.97ab73a8-e263-11ed-bd57-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.97ab73a8-e263-11ed-bd57-001a7dda7115,test,6a19660fa2a162b0b5172175784734e888075e660e314f3ba7de0e10ee573183,36218
0086e480de996e2b4746,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.9aa7a471-e263-11ed-9738-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.9aa7a471-e263-11ed-9738-001a7dda7115,test,008b8830c6a50163b0a7bdaf705470a310c2798ae17bb895722de2a91e04c9e8,37228
2c5123d864589cd636be,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.9da3b3ad-e263-11ed-9039-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.9da3b3ad-e263-11ed-9039-001a7dda7115,test,d82516f95b074a84cc5ff285c4927c886baf954d0bb8018e00c0ea751c50893a,36926
582f0c95e8d43566b785,raw/bisindo/alphabet/binus-hand-sign/collectedimages/B/B.a09fd9e1-e263-11ed-94ab-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,B,B,0,2,binus_hand_sign:B:b.a09fd9e1-e263-11ed-94ab-001a7dda7115,test,d4b6dde52ba23e94ef8d12809ee2bd51ca468edc1e3949b0e491653d381604ba,36607
579088722e805107f54b,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.ab7445a5-e263-11ed-8fa1-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.ab7445a5-e263-11ed-8fa1-001a7dda7115,test,b915aea2e959a186bb5c327445180b93d91222eada08336f87cbaee1d90c30b2,37128
29fc1812ec0ef3bbff04,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.ae705135-e263-11ed-bd79-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.ae705135-e263-11ed-bd79-001a7dda7115,test,56a0199fc8aa28956167cee87ca2bbf4a4b70021afc1d1fc68532c142c7948c9,37136
10cf3c96364f4e9b3ff7,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.b16c737a-e263-11ed-9151-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.b16c737a-e263-11ed-9151-001a7dda7115,test,2be4f671ec21cabffb7bda22f84e9947f84e75f3decfd9b7d8d18c4b926f559f,37306
ce350a197e7ef55a37eb,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.b468991b-e263-11ed-8143-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.b468991b-e263-11ed-8143-001a7dda7115,test,6928dae990d9864f6c5d01f4da2006ea35df25b57e2c66a954363cc38c066d17,36962
5a6bf32f63b557dda502,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.b764d969-e263-11ed-9e4b-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.b764d969-e263-11ed-9e4b-001a7dda7115,test,f85efe092f75e32c6fb6ac4b5d3ccba8aadf80642319b3258235654cba5e756a,37154
3aa024fb0239b82f596a,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.ba612792-e263-11ed-9a2b-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.ba612792-e263-11ed-9a2b-001a7dda7115,test,d98a856370e5e6e8ecb0735a15211f7bd677456e46ee010a5285c349406eeaa7,37046
8f9be9930fd51f8305c9,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.bd5d40d7-e263-11ed-a6ae-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.bd5d40d7-e263-11ed-a6ae-001a7dda7115,test,f900b80846471c95b5222d0f7ef290283b4529014391643dc9616f60a6909f90,36356
5f185e53b54989ecf1c7,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.c0596744-e263-11ed-9241-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.c0596744-e263-11ed-9241-001a7dda7115,test,2807bde1890bbfb60f8777a173bd35a05c5e53b5c7c98a720904ebe66db45a1e,37004
b25c254d19c4532d18d7,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.c3557332-e263-11ed-8549-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.c3557332-e263-11ed-8549-001a7dda7115,test,79afba6f8a1c699364186e0aef4028187ea1440fdb81deb9a0b86a8291bb8b28,37320
116ce46ce7bf5b4748d7,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.c6517c48-e263-11ed-b5c8-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.c6517c48-e263-11ed-b5c8-001a7dda7115,test,31a0a9d767a9893a5a2019a7485697ee14aa75ad79412dedd30d8a0e6b72e06c,36732
24ac85641b730e603041,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.c94d9173-e263-11ed-8f68-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.c94d9173-e263-11ed-8f68-001a7dda7115,test,fa7c9e9aac517f9fb242f9059ef91cfc1cac355c45094dd013e474a76a660496,37006
dd4a8301aa0fddc2ea34,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.cc49a1ca-e263-11ed-8659-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.cc49a1ca-e263-11ed-8659-001a7dda7115,test,7695f68a3cfb0f7bf62de735e774a35a7ebcfa8394bbbd7e30b6b76d237ad2ca,36641
050b9d90f2393186da14,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.cf45f127-e263-11ed-a01e-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.cf45f127-e263-11ed-a01e-001a7dda7115,test,58b2906e5527fc2bf63662ccb21fa909059d568fdd3a258a3a6334f26f69b1ec,36602
27b38f7f887349708f62,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.d242043e-e263-11ed-8145-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.d242043e-e263-11ed-8145-001a7dda7115,test,efc451e4eb9f00f0696105c0932f5ca0e74c36cda88a5c617606c5b61526c53a,36761
1b96d494db9b6559703a,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.d53e1dfa-e263-11ed-b769-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.d53e1dfa-e263-11ed-b769-001a7dda7115,test,3b73efbd67ebd35945320e3a73ce4f9ca07c1db9e8a9a844355ccc14f2d46ab2,36322
9550ed530e77e7b88846,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.d83a2d3e-e263-11ed-8676-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.d83a2d3e-e263-11ed-8676-001a7dda7115,test,ee29781569bb12feddf4481bc94b5c1b16f1baaba6f6e2c50b787476f626b032,36760
b67aa0a29c5a38ebdea6,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.db3672a4-e263-11ed-bf21-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.db3672a4-e263-11ed-bf21-001a7dda7115,test,eb4cd2ef37510d4e2f1e3a9138abdbc82115b11e91ed2a41bd8151829a0e6b72,36744
ce0f84d58a243753417f,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.de32af24-e263-11ed-9f64-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.de32af24-e263-11ed-9f64-001a7dda7115,test,235046c9b674a4ffeebd403f2d1a66614c4e9d79f6f66f044ce44f8d530fcde4,35411
26a0123f1bd2919e1b74,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.e12ebfa2-e263-11ed-b35b-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.e12ebfa2-e263-11ed-b35b-001a7dda7115,test,764533286bc8f32581b659dbbb45d395b2b1cbb36546fa1295806bc0cc323015,36883
8f063547fe35784d6ef0,raw/bisindo/alphabet/binus-hand-sign/collectedimages/C/C.e42adc7e-e263-11ed-99a0-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,C,C,0,1,binus_hand_sign:C:c.e42adc7e-e263-11ed-99a0-001a7dda7115,test,422b6e498ac916a252ddb813c361e8df06bf19a1bae3f367bb83553088d416e9,36235
7bee8f47f231f11b486d,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.00e54047-e264-11ed-8cd9-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.00e54047-e264-11ed-8cd9-001a7dda7115,test,f0c9f0edad4a58f80c6ae492b4b11a7175af01c2a868c0181c3d982247c6d7ca,36621
8763f6975e27b84d3f86,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.03e1550c-e264-11ed-b56c-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.03e1550c-e264-11ed-b56c-001a7dda7115,test,7aaacaca78af3b4906a2c061b3568b1bcc84abae1fc273f0fe1919972855e4f3,36451
a70ef348a06b647f8be2,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.06dd78b7-e264-11ed-b483-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.06dd78b7-e264-11ed-b483-001a7dda7115,test,19199a86d810bc83f035fbc3eec50627bdddc57e5a3c4f69805643a0ce4eeb5e,38009
04f4e2a7482cda8fbb36,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.09d98e42-e264-11ed-9466-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.09d98e42-e264-11ed-9466-001a7dda7115,test,f59cc72c786098f76bf8a670247cced51b1175956b12cc577afa61d3f0e9d8f8,37390
da3eac713f832cca1cb8,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.0cd5b0cf-e264-11ed-a17b-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.0cd5b0cf-e264-11ed-a17b-001a7dda7115,test,91c3db8a97851fd2729e34515101ba1ebdfc8cbe4ef2351522b119b7b5928c39,37530
ca25ffdd1e15786b303f,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.0fd1f9a4-e264-11ed-a6fc-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.0fd1f9a4-e264-11ed-a6fc-001a7dda7115,test,67af7f11cd7c0478f423266cd9ae8748191075fedc7b2cb5ae90c0ffe71ccb63,37086
076da23db71d24313238,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.12ce4344-e264-11ed-b8ae-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.12ce4344-e264-11ed-b8ae-001a7dda7115,test,dbb51e5257e3a37bc1ca4ce57592ddafe3327c7ad6dc740cce65a4ce5972666e,37535
b95500e600ad51527a94,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.15ca5aa4-e264-11ed-ba4f-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.15ca5aa4-e264-11ed-ba4f-001a7dda7115,test,52c0bc8ff3bc28e1bdab493d335198a5aa94fce5fa09ec61998744f0e511daed,37263
43e40529fdde631e75d8,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.18c67c57-e264-11ed-a4cb-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.18c67c57-e264-11ed-a4cb-001a7dda7115,test,14cd828923d8e8db8c456b78f8c398b9d4358c6ba631b6d8cdacec35177e03b5,37276
0b93aa866fc61c2dd2ab,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.1bc2aabc-e264-11ed-a787-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.1bc2aabc-e264-11ed-a787-001a7dda7115,test,69b2e77b675278558fd26db59587ae025a4f178f3052bd4895d1a73de322593c,36071
6933f5f0a3488af0c504,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.1ebeb15a-e264-11ed-8315-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.1ebeb15a-e264-11ed-8315-001a7dda7115,test,31db9556101883d0730cfcd01c64b0eee6c39dd10264e2a48f748199b77f6463,36062
5915ac045a34d74ec761,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.21bac1c0-e264-11ed-88fa-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.21bac1c0-e264-11ed-88fa-001a7dda7115,test,3b11f7ab9194a976aae72156727595249f075991aa472ea6a932d089af39cd43,36786
70bb8cecfecc9191fcbf,raw/bisindo/alphabet/binus-hand-sign/collectedimages/D/D.24b6df03-e264-11ed-b926-001a7dda7115.jpg,BISINDO,binus_hand_sign,collectedimages,D,D,0,2,binus_hand_sign:D:d.24b6df03-e264-11ed-b926-001a7dda7115,test,d7e46f32e662ff2078d5c78e182967694548bf9b8b02e885c562d190d05ea51f,37150
